@relation camel-1.0.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
6,2,16,20,9,3,16,4,4,0.400000,27,1,1,0.583333,0.444444,1,1,3.333333,1,0.833300,-1
9,1,0,99,9,36,95,6,9,2,9,0,0,0,0.444444,0,0,0,1,1,-1
5,3,0,10,20,0,2,10,1,0.562500,74,1,1,0.833333,0.375000,1,1,13,1,0.600000,-1
6,1,0,1,15,13,0,1,5,0.600000,68,1,1,0,0.444444,0,0,10.166667,2,1,-1
35,2,0,23,60,523,4,23,33,0.920814,339,1,1,0.297872,0.152941,1,1,8.314286,2,0.971400,-1
12,1,0,10,35,6,4,6,11,0.409091,313,1,1,0,0.305556,0,0,24.916667,8,2.500000,-1
5,3,0,6,22,10,1,5,3,2,68,0,0,0.789474,0.500000,0,0,12.600000,2,1,-1
5,3,0,5,10,8,1,5,4,0.500000,36,1,0,0.842105,0.360000,1,1,6,1,0.600000,-1
2,4,0,3,6,0,3,0,2,0,20,1,0,0.944444,0.750000,0,0,8.500000,1,0.500000,-1
2,3,0,4,4,0,1,4,2,0,16,1,1,0.985915,0.666667,1,1,6.500000,1,0.500000,-1
14,3,0,9,38,59,1,9,9,0.692308,250,1,0,0.656250,0.243590,2,4,16.714286,3,1.357100,-1
5,2,2,7,8,4,3,4,3,0.250000,37,1,0,0.777778,0.400000,0,0,6.200000,2,1.200000,-1
9,3,0,6,18,16,1,6,7,0.791667,77,0.333333,1,0.727273,0.311111,1,1,7.222222,1,0.666700,-1
15,2,0,14,22,89,3,14,15,0.821429,103,1,2,0.500000,0.191667,1,2,5.600000,2,1,-1
2,5,1,3,10,0,1,2,1,0,44,1,0,0.952381,0.750000,1,1,20,2,1,-1
28,1,0,6,49,298,4,3,28,0.907407,271,1,0,0,0.187500,0,0,8.250000,9,1.464300,-1
2,1,0,6,9,0,1,5,2,0,48,1,1,0,0.600000,0,0,21.500000,1,0.500000,-1
2,3,0,6,7,0,1,6,2,0,24,0,1,0.937500,0.600000,0,0,10.500000,1,0.500000,-1
15,1,0,10,75,105,10,0,9,2,591,0,0,0,0.276190,0,0,38.400000,11,3.466700,-1
18,1,0,44,64,147,40,4,17,0.823529,404,1,0,0,0.135294,1,1,21.388889,6,2.666700,-1
7,3,0,8,14,1,4,5,5,0.333333,45,1,1,0.714286,0.428571,1,1,5.285714,1,0.857100,-1
56,1,0,13,88,1436,0,13,45,0.675758,634,1,0,0,0.125758,0,0,10.214286,6,1.107100,-1
18,2,0,15,52,103,2,13,11,0.757353,287,1,4,0.333333,0.170588,1,1,14.500000,3,1,-1
4,3,0,13,25,4,1,13,2,0.666667,129,1,0,0.800000,0.666667,0,0,31,3,1.500000,-1
1,1,0,10,1,0,10,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
6,2,2,7,14,7,2,5,5,0.600000,49,1,2,0.583333,0.375000,0,0,6.833333,2,1,-1
19,2,0,13,30,145,2,13,19,0.912698,133,1,1,0.437500,0.203008,1,2,5.631579,1,0.947400,-1
2,1,0,6,6,0,0,6,2,0,38,1,3,0,0.600000,0,0,16.500000,1,0.500000,-1
9,3,0,4,12,30,1,4,9,0.250000,50,1,0,0.750000,0.555556,2,5,4.444444,1,0.777800,-1
3,1,0,1,5,3,0,1,3,2,14,0,0,0,0.583333,0,0,3.666667,1,0.666700,-1
20,3,0,18,53,126,4,17,14,0.782895,299,1,2,0.672727,0.160000,1,1,13.550000,2,1.050000,-1
1,2,0,4,2,0,2,2,1,2,5,0,0,1,1,0,0,4,0,0,-1
3,1,0,8,3,3,6,2,3,2,3,0,0,0,0.666667,0,0,0,1,1,-1
5,1,0,6,15,10,6,0,5,2,82,0,0,0,0.500000,0,0,15.400000,4,2.800000,-1
2,1,0,6,8,1,0,6,2,2,23,0,0,0,0.750000,0,0,10.500000,1,0.500000,-1
5,3,0,14,29,0,1,14,2,0.500000,129,1,1,0.833333,0.437500,1,1,24.400000,5,1.400000,-1
10,1,0,9,16,25,0,9,10,0.805556,71,1,2,0,0.325000,0,0,5.700000,1,0.900000,-1
7,2,0,12,13,15,3,12,6,0.666667,43,1,0,0.700000,0.285714,1,1,5,1,0.857100,-1
2,1,1,5,6,1,3,2,2,2,21,0,0,0,0.750000,0,0,9.500000,1,0.500000,-1
4,3,0,4,9,0,2,4,1,0.333333,30,1,0,0.842105,0.500000,1,1,6.250000,1,0.750000,-1
16,1,0,2,39,118,0,2,15,0.800000,172,1,0,0,0.125000,0,0,9.687500,1,0.875000,-1
9,2,2,8,17,0,4,4,6,0.125000,68,1,1,0.500000,0.481481,1,1,6.444444,1,0.777800,-1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
6,3,0,6,19,9,2,6,4,0.600000,68,1,0,0.807692,0.375000,2,4,10.166667,2,1,-1
10,2,0,11,24,1,1,10,6,0.638889,126,1,3,0.466667,0.277778,1,1,11.200000,2,0.900000,-1
3,3,0,3,6,3,1,3,2,2,16,0,0,0.888889,0.555556,1,1,4.333333,1,0.666700,-1
5,1,0,7,11,8,1,7,5,0.500000,44,1,1,0,0.466667,0,0,7.600000,1,0.800000,-1
2,1,0,2,5,1,1,1,2,2,16,0,0,0,0.666667,0,0,7,3,1.500000,-1
9,2,1,7,25,6,2,5,6,0.250000,130,1,0,0.466667,0.361111,1,1,13.333333,2,1,-1
5,3,0,7,16,0,1,7,2,0.250000,56,1,0,0.789474,0.500000,1,1,10,1,0.800000,-1
32,2,1,22,76,400,2,21,25,0.867384,718,1,4,0.184211,0.122768,1,1,21.156250,3,1.406300,1
1,1,0,5,1,0,5,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,3,0,4,4,1,0,4,1,2,11,0,0,0.941176,0.666667,1,1,4.500000,1,0.500000,-1
17,1,0,9,29,104,1,9,15,0.762500,158,1,2,0,0.215686,0,0,8,2,1,-1
14,0,0,23,42,61,5,19,5,0.890110,182,0.571429,3,0,0.201923,0,0,11.500000,2,1,-1
19,2,0,9,23,165,4,7,15,0.833333,105,1,1,0.604651,0.273684,1,3,4.473684,1,0.894700,-1
6,4,0,12,49,0,1,12,3,0.400000,216,0,0,0.807692,0.666667,1,1,34.666667,1,0.833300,-1
4,3,2,2,8,6,2,0,4,2,20,0,0,1,0.666667,0,0,4,0,0,-1
2,3,0,5,5,0,2,3,1,0,30,1,0,0.833333,0.666667,1,1,13.500000,2,1,-1
7,2,0,6,13,17,4,2,7,0.750000,46,1,1,0.333333,0.428571,0,0,5.285714,1,0.857100,-1
3,1,0,5,6,3,4,2,3,2,13,0,0,0,0.555556,0,0,3.333333,1,0.666700,-1
6,2,0,8,15,0,2,6,4,0.500000,65,1,2,0.583333,0.444444,1,1,9.500000,1,0.833300,-1
15,2,0,14,26,85,7,11,14,0.857143,114,1,2,0.500000,0.191667,1,1,6.400000,3,1.133300,-1
4,2,0,10,7,4,9,1,2,0.952381,89,0.142857,7,0.857143,0.444444,1,1,19.500000,1,0.500000,-1
27,2,0,24,71,339,3,23,23,0.912088,311,0.857143,1,0.358974,0.150350,1,2,10.259259,2,1.037000,-1
4,4,0,1,6,0,1,0,3,0.666667,37,1,0,0.972222,0.450000,0,0,7.750000,2,0.750000,-1
2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
15,1,0,17,30,105,2,15,15,2,123,0,0,0,0.200000,0,0,7.200000,1,0.933300,1
2,1,0,6,2,1,4,2,2,2,2,0,0,0,0.666667,0,0,0,1,1,-1
6,1,0,4,16,7,3,2,6,0.700000,73,1,0,0,0.333333,0,0,10.833333,3,1.166700,-1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
1,5,0,2,2,0,1,1,1,2,7,1,0,1,1,0,0,5,0,0,-1
3,3,0,6,10,0,1,6,3,0.250000,43,1,1,0.857143,0.555556,0,0,12.666667,1,0.666700,-1
47,2,8,34,97,1045,15,32,41,0.898551,535,0.833333,3,0.357143,0.094681,0,0,10.255319,2,0.978700,-1
12,2,0,12,35,26,3,11,4,0.840909,190,1,1,0.411765,0.194805,1,1,14.166667,3,1.083300,-1
6,1,0,10,19,5,1,9,5,0.700000,80,1,3,0,0.400000,0,0,11.666667,2,1,-1
1,1,0,66,1,0,65,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
4,2,0,4,7,4,3,1,2,0.916667,56,0.250000,4,0.857143,0.444444,1,1,12,1,0.500000,-1
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
26,1,0,2,38,243,2,0,25,0.828571,248,1,0,0,0.243590,0,0,8.269231,6,1.230800,-1
7,4,0,7,8,9,1,7,7,0,49,1,1,0.925926,0.357143,1,1,5.857143,1,0.857100,-1
14,1,0,10,42,73,0,10,10,0.461538,192,1,0,0,0.306122,0,0,12.571429,2,1.071400,-1
3,1,0,0,13,3,0,0,3,2,57,0,0,0,0.444444,0,0,18,1,0.666700,-1
2,1,0,5,7,1,1,4,2,2,29,0,0,0,0.500000,0,0,13.500000,1,0.500000,-1
3,5,1,4,6,3,3,1,3,1.500000,17,1,0,1,0.777778,0,0,4.333333,0,0,-1
18,1,0,26,39,153,12,19,18,2,126,0,0,0,0.185185,0,0,6,1,0.944400,-1
