@relation jedit-4.3.arff

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {-1,1}

@data
45,1,0,44,85,820,39,7,29,0.636364,1940,0.250000,2,0,0.089713,1,1,42.022222,14,2.800000,-1
8,1,0,1,47,10,0,1,3,0.357143,473,1,0,0,0.354167,0,0,57.875000,20,6.125000,-1
10,4,0,16,25,23,11,6,10,0.500000,135,0,0,0.777778,0.328571,1,2,12.300000,2,1.100000,-1
2,5,1,11,5,1,11,0,2,2,12,0,0,0.998529,0.750000,0,0,5,1,0.500000,-1
2,2,0,10,10,1,1,9,2,2,41,0,0,0.944444,0.625000,1,1,19.500000,1,0.500000,-1
8,6,0,9,68,8,3,8,1,0.814286,457,1,1,0.989645,0.500000,5,6,54.875000,7,2.375000,-1
5,7,0,9,30,4,4,6,3,0.850000,156,1,3,0.993939,0.350000,0,0,29.200000,1,0.800000,-1
2,2,0,1,5,1,0,1,2,2,14,0,0,0.923077,0.750000,0,0,6,1,0.500000,-1
5,1,2,5,11,10,2,3,4,2,175,0,0,0,0.666667,0,0,34,5,2.200000,-1
4,2,0,21,12,0,11,11,2,0,170,0,0,0.850000,0.583333,1,1,41.250000,1,0.750000,-1
7,7,0,7,48,13,3,4,6,0.444444,401,1,2,0.992436,0.346939,0,0,55,6,2.571400,-1
19,5,0,39,108,111,26,19,12,0.859788,790,0.904762,10,0.973174,0.197368,1,7,39.473684,15,2.684200,-1
20,5,1,14,75,104,7,13,8,0.589474,391,0.800000,3,0.972713,0.204678,3,4,18.300000,5,1.900000,-1
21,1,1,29,50,156,22,8,18,0.850000,601,1,1,0,0.244898,0,0,27.238095,11,2.428600,-1
3,2,0,9,28,0,1,9,2,0.571429,177,0.857143,3,0.750000,0.428571,0,0,55.666667,2,1,-1
19,1,2,16,55,0,10,8,14,0.722222,398,0.800000,1,0,0.201389,0,0,19.684211,3,1.631600,-1
11,1,0,11,57,23,3,8,7,0.533333,515,1,0,0,0.350000,0,0,45.545455,3,1.181800,-1
119,1,1,90,279,5913,72,28,97,0.886102,4045,0.840000,8,0,0.103641,0,0,32.781513,17,2.907600,1
12,6,0,3,31,28,1,3,3,0.818182,269,1,0,0.983824,0.500000,2,4,20.666667,1,0.916700,-1
1,1,0,2,2,0,2,1,0,2,8,0,3,0,1,0,0,3,0,0,-1
90,6,0,234,339,3509,207,55,65,0.969732,3081,0.551020,12,0.878747,0.069082,3,13,32.688889,10,2.766700,1
6,1,0,3,24,0,1,2,4,0.720000,218,1,1,0,0.400000,0,0,34.500000,1,0.666700,-1
11,7,0,9,71,29,2,8,4,0.814286,408,1,0,0.984985,0.363636,0,0,35.454545,4,1.363600,-1
3,1,0,2,18,3,0,2,2,2,117,0,0,0,0.444444,0,0,38,6,2.333300,-1
3,4,0,10,9,1,5,5,3,0,44,0,0,0.950000,0.600000,1,1,13.333333,2,0.666700,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
19,1,0,1,32,35,1,0,11,0.583333,443,0.900000,1,0,0.280702,1,1,21.789474,6,1.789500,-1
2,2,0,10,12,1,1,9,1,1,67,0,0,0.944444,0.625000,1,1,31,1,0.500000,-1
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
8,2,0,17,25,4,4,14,2,0.482143,252,0,4,0.708333,0.450000,1,1,29.500000,4,1.375000,-1
1,1,0,2,1,0,2,0,0,2,196,0,0,0,0,0,0,156,0,0,-1
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
4,1,0,5,4,6,5,0,4,2,4,0,0,0,1,0,0,0,1,1,-1
7,1,8,11,13,19,9,2,7,0.833333,102,1,0,0,0.371429,0,0,13.428571,3,2,-1
4,1,0,6,37,6,0,6,3,2,325,0,0,0,0.437500,0,0,80.250000,19,5.750000,-1
17,1,0,5,46,130,4,2,15,0.699597,819,0,3,0,0.522876,0,0,45.352941,21,2.176500,-1
2,1,0,4,2,1,3,2,2,2,2,0,0,0,1,0,0,0,1,1,-1
2,1,0,3,2,1,3,1,2,2,2,0,0,0,0.750000,0,0,0,1,1,-1
14,6,0,18,90,59,7,18,1,0.807692,470,1,1,0.980938,0.271429,4,12,32.142857,5,1.642900,-1
13,1,0,2,23,0,1,1,10,0.229167,498,1,0,0,0.371795,0,0,37,4,2,-1
27,1,0,21,69,351,17,5,25,1.038462,1201,0.375000,0,0,0.200617,0,0,43.185185,25,5.777800,-1
3,1,0,8,6,3,0,8,3,2,17,0,0,0,0.500000,0,0,4.666667,1,0.666700,-1
17,5,0,23,77,76,11,18,3,0.785714,498,1,5,0.978229,0.196429,2,5,27.882353,11,2,-1
68,5,0,75,291,1812,39,59,42,0.937620,2351,0.666667,7,0.909471,0.113662,4,15,33,21,2.544100,-1
10,6,0,6,58,17,2,6,3,0.922222,269,0.800000,1,0.986726,0.450000,4,12,24.900000,1,0.900000,-1
5,1,0,7,20,0,1,6,4,0.600000,132,1,3,0,0.400000,0,0,24.400000,11,2.800000,-1
11,2,0,6,39,21,2,4,10,0.920000,256,1,0,0.615385,0.409091,1,2,21.818182,4,2.272700,-1
20,2,0,12,84,46,9,6,10,0.756579,798,1,1,0.800000,0.248120,1,8,38.500000,8,2.200000,-1
12,6,0,9,58,26,1,9,1,0.480519,748,1,3,0.983824,0.500000,2,4,59.583333,3,1.416700,-1
22,6,0,10,75,195,4,9,8,0.823810,532,1,3,0.970194,0.161157,3,8,22.727273,7,1.909100,-1
74,1,0,154,228,2673,138,26,66,0.958904,2274,0.500000,1,0,0.079338,0,0,29.594595,11,2.216200,-1
3,5,0,5,13,0,1,4,3,0,47,0,1,0.977273,0.500000,2,4,14.333333,1,0.666700,-1
7,1,0,10,23,19,6,4,7,1.083333,216,1,0,0,0.285714,0,0,29.285714,85,25.142900,-1
39,5,0,79,244,231,46,48,30,0.702632,1783,1,8,0.945007,0.118343,1,2,44.461538,27,4.051300,1
16,7,0,8,91,82,3,8,3,0.777778,780,1,1,0.977645,0.218750,2,2,47.187500,13,2.125000,-1
6,1,0,6,9,15,4,3,6,2,34,0,0,0,0.611111,0,0,4.666667,2,1,-1
5,2,0,10,21,4,2,8,4,0.625000,187,0,0,0.809524,0.440000,1,1,35.600000,1,0.800000,-1
31,6,0,35,121,283,16,29,25,0.824242,1546,0.727273,5,0.958678,0.108871,5,19,48.516129,13,3.354800,-1
4,6,0,5,34,6,2,5,2,2,150,0,0,0.995413,0.375000,0,0,36.500000,1,0.750000,-1
5,2,0,4,11,10,0,4,5,2,44,0,0,0.600000,0.900000,1,1,7.800000,2,1,-1
11,1,2,20,37,29,12,13,8,0.450000,353,0,2,0,0.214876,0,0,30.909091,7,1.636400,-1
18,1,1,6,32,75,4,2,12,0.573529,453,1,2,0,0.235294,0,0,23.944444,10,2.500000,-1
3,1,0,10,20,3,2,10,3,2,89,0,0,0,0.666667,0,0,28.666667,4,1.666700,-1
4,3,3,51,12,6,48,4,3,2,50,0,0,0.894737,0.625000,0,0,11.500000,3,1,-1
2,1,0,4,2,1,4,2,2,2,2,0,0,0,1,0,0,0,1,1,-1
13,2,6,31,22,66,29,4,13,2,99,0,0,0.312500,0.243590,1,1,6.615385,2,0.923100,-1
3,1,0,11,35,1,2,11,3,0.500000,228,1,0,0,0.555556,0,0,74.666667,18,6.333300,-1
3,2,0,1,12,3,1,0,3,2,88,0,0,0.818182,0.583333,0,0,28.333333,1,0.666700,-1
7,2,0,4,21,15,1,4,4,0.833333,141,0.500000,0,0.886364,0.458333,1,2,18.857143,5,1.571400,-1
32,1,0,13,65,408,12,2,31,0.924099,559,1,3,0,0.120968,0,0,15.937500,11,1.718800,-1
10,5,0,8,30,31,4,5,4,0.930556,158,0.750000,3,0.986405,0.200000,1,1,14,1,0.900000,-1
6,3,0,2,19,15,2,0,4,1.120000,184,0,0,0.850000,0.500000,1,1,28.833333,14,2.833300,-1
9,2,0,23,69,12,4,23,1,0.750000,519,1,4,0.428571,0.234568,0,0,55.888889,16,3.666700,-1
6,2,0,11,14,5,10,3,5,0.933333,86,0.166667,1,0.428571,0.400000,1,1,11.333333,1,0.666700,-1
5,1,0,2,5,10,1,1,5,2,5,0,0,0,0.640000,0,0,0,1,1,-1
17,1,0,5,17,136,4,1,17,2,17,0,0,0,0.394958,0,0,0,1,1,-1
9,2,0,17,71,24,1,17,4,0.700000,667,1,1,0.680000,0.462963,2,8,72.555556,11,3.555600,-1
11,2,0,11,40,0,7,4,10,0.730000,584,0.200000,1,0.272727,0.266667,0,0,51.181818,10,4.090900,-1
15,1,0,19,74,47,5,16,7,0.595238,561,1,1,0,0.130952,0,0,36.200000,8,2.200000,-1
49,1,0,13,128,1014,3,11,29,0.851190,1254,0.500000,4,0,0.100583,0,0,24.306122,8,2.020400,-1
2,1,0,4,9,0,1,3,1,0,59,1,1,0,0.750000,0,0,27.500000,2,1,-1
10,1,1,13,44,25,10,6,8,0.666667,230,0.500000,1,0,0.377778,0,0,21.800000,5,1.700000,-1
7,1,0,1,10,0,1,0,7,0.333333,100,1,0,0,0.500000,0,0,12.714286,2,0.857100,-1
44,5,1,35,88,884,20,18,34,0.971272,658,0.705882,2,0.938218,0.175000,0,0,13.568182,12,1.818200,-1
8,2,0,29,64,28,0,29,6,2,441,0,0,0.363636,0.375000,0,0,54.125000,4,1.250000,-1
3,1,0,11,27,0,1,11,2,0,204,1,1,0,1,0,0,66.666667,9,4,-1
3,7,0,5,14,1,2,4,2,0.500000,64,1,0,0.997399,0.400000,1,1,20,1,0.666700,-1
5,1,0,4,33,0,0,4,4,0.375000,161,1,0,0,0.250000,0,0,30.800000,3,1.600000,-1
4,1,0,7,39,4,0,7,4,0.666667,235,1,1,0,0.500000,0,0,57.500000,6,3,-1
20,1,0,15,45,62,14,5,9,0.845865,603,0.785714,5,0,0.172222,0,0,28.450000,14,3,-1
3,2,0,12,16,1,3,10,2,1,123,0,1,0.894737,0.500000,1,2,38,1,0.666700,-1
13,6,0,16,86,50,1,16,2,0.716667,638,1,3,0.981102,0.192308,3,5,47.692308,15,4.230800,-1
7,6,19,22,18,15,22,3,6,0.500000,69,1,1,0.992378,0.400000,0,0,8.571429,1,0.714300,-1
2,2,0,4,3,1,3,1,1,1,10,0,0,0.944444,0.750000,0,0,3.500000,1,0.500000,-1
11,1,0,3,17,0,3,0,10,0.100000,514,0,0,0,0.400000,0,0,45.545455,11,2.454500,-1
2,1,0,6,5,1,1,5,1,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
18,5,0,19,78,119,5,18,6,0.857143,424,1,2,0.974627,0.173611,2,8,22.166667,9,2,-1
2,3,0,9,4,1,9,0,2,2,9,0,0,1,0.750000,0,0,3.500000,0,0,-1
14,6,0,11,57,57,5,10,10,0.800000,260,0.800000,2,0.980243,0.261905,4,4,17.214286,4,1.285700,-1
8,1,2,8,14,8,2,6,7,0.428571,175,1,0,0,0.437500,0,0,20.750000,11,3.125000,-1
9,1,2,10,12,28,6,4,6,0.750000,91,1,3,0,0.370370,0,0,8.777778,3,1.333300,-1
15,1,0,20,63,105,10,18,12,2,397,0,0,0,0.259259,0,0,25.466667,6,2.200000,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,1
5,1,1,14,12,6,13,1,4,1.166667,169,0,2,0,0.350000,0,0,27.400000,2,0.800000,-1
55,4,0,31,132,1121,23,15,52,0.969907,956,0.150000,6,0.924177,0.121083,3,20,15.654545,9,1.509100,1
20,1,0,47,45,190,47,0,19,2,841,0,0,0,0.187500,0,0,41.050000,23,5.750000,-1
13,6,0,9,56,44,3,9,1,0.763889,316,1,1,0.982379,0.384615,4,12,22.846154,5,1.230800,-1
11,1,0,48,37,23,41,8,6,0.550000,187,0.500000,1,0,0.180000,0,0,15.818182,7,1.363600,-1
1,2,0,3,2,0,1,2,1,2,5,0,0,1,1,0,0,4,0,0,-1
7,1,0,11,31,21,7,4,6,0.833333,300,0,1,0,0.457143,0,0,41.714286,17,3.285700,-1
8,6,8,26,25,24,26,1,7,0.714286,100,1,0,0.993481,0.392857,2,10,11.250000,2,0.875000,-1
7,3,0,4,19,5,3,1,6,0.611111,100,1,0,0.285714,0.375000,0,0,12.857143,2,0.857100,-1
8,3,0,12,26,14,1,11,8,0.800000,195,1,2,0.695652,0.270833,3,4,22.750000,2,1,-1
10,2,0,5,32,21,1,5,6,0.777778,164,1,1,0.653846,0.271429,1,1,14.700000,3,1.300000,-1
9,1,1,3,10,36,1,2,9,2,20,0,0,0,0.814815,0,0,1.222222,1,0.888900,-1
148,1,0,346,510,10050,291,101,109,0.938995,5420,1,13,0,0.045549,0,0,35.412162,61,3.290500,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,1
13,1,0,17,38,72,13,7,2,1.008333,644,0,2,0,0.208333,0,0,47.769231,33,5.076900,-1
4,1,0,4,8,6,2,3,4,2,145,0,0,0,0.708333,0,0,35.250000,2,1,-1
5,1,15,60,15,0,60,1,3,0,57,1,0,0,0.466667,0,0,10.200000,1,0.600000,-1
16,6,0,15,101,80,4,15,1,0.791667,577,1,1,0.978070,0.312500,4,13,34.562500,5,1.625000,-1
15,7,0,8,62,81,4,8,5,0.841270,368,0.888889,1,0.980568,0.253333,0,0,22.933333,3,1,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
4,1,1,4,12,6,3,1,4,0.666667,37,1,1,0,0.500000,0,0,8,1,0.750000,-1
86,2,0,9,97,3649,0,9,84,2,709,0,0,0.105263,0.056202,1,1,7.244186,3,1.023300,-1
39,7,0,33,190,535,9,30,7,0.819079,2164,0.906250,5,0.946609,0.146199,3,4,53.666667,17,2.564100,-1
33,1,0,21,108,70,13,13,15,0.659375,1485,0.600000,7,0,0.232143,0,0,43.696970,19,4.090900,-1
5,2,1,10,13,4,8,3,4,0.928571,61,0.142857,0,0.500000,0.500000,1,1,9.800000,1,0.600000,-1
12,5,0,18,61,36,6,16,3,0.690909,377,1,1,0.983434,0.300000,0,0,30,6,1.500000,1
3,6,0,2,9,1,2,0,2,0,37,1,0,0.998739,0.583333,3,3,11,5,1.666700,-1
5,1,0,6,18,6,2,5,2,0.750000,161,1,0,0,0.314286,0,0,30.800000,8,2.800000,-1
20,1,0,23,79,102,7,19,8,0.771930,1583,0.555556,1,0,0.252632,0,0,77.700000,5,1.800000,-1
4,1,0,6,25,6,0,6,3,2,124,0,0,0,0.500000,0,0,30,6,2.250000,-1
20,2,1,5,55,60,5,0,16,0.684211,320,1,0,0.457143,0.231250,1,1,14.750000,5,1.700000,-1
2,1,0,15,2,1,14,1,2,2,2,0,0,0,0.700000,0,0,0,1,1,-1
22,2,0,14,90,73,2,13,18,0.720238,663,0.875000,3,0.603774,0.204545,1,6,28.772727,15,2,-1
17,6,1,9,59,92,3,8,0,0.847222,417,1,0,0.976642,0.323529,2,4,23,6,1.588200,-1
3,1,0,3,3,3,3,1,3,1.500000,6,0,0,0,0.666667,0,0,0,1,1,-1
1,1,0,6,1,0,6,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
19,7,0,21,110,115,8,19,9,0.746032,685,1,3,0.977645,0.289474,2,3,34.684211,13,2.368400,-1
8,1,2,8,32,0,6,3,8,0.571429,224,0.250000,0,0,0.350000,0,0,26.500000,3,1.875000,-1
17,7,2,15,117,100,4,12,8,0.701389,878,1,1,0.977645,0.176471,4,9,50.117647,15,2.941200,-1
5,7,0,7,34,0,3,7,3,0.666667,159,1,1,0.995043,0.320000,3,13,30.200000,4,1.600000,-1
2,2,0,3,5,1,1,2,2,2,74,0,0,0.888889,0.625000,0,0,36,9,4.500000,-1
4,2,0,13,14,6,4,9,2,2,113,0,0,0.850000,0.600000,1,1,27.250000,1,0.750000,-1
1,1,0,6,1,0,6,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
12,1,0,3,25,0,2,1,0,0.436364,212,1,0,0,0.395833,0,0,16.250000,3,1.333300,-1
9,2,0,20,27,18,10,10,7,0.812500,288,0.750000,0,0.680000,0.277778,0,0,30.555556,12,2.888900,-1
10,5,0,8,44,43,4,5,9,0.666667,218,1,0,0.990654,0.375000,1,1,20.700000,4,1.600000,-1
7,1,1,8,19,21,4,4,7,1,70,1,1,0,0.785714,0,0,8.857143,4,1.285700,-1
7,2,0,3,18,0,1,2,4,0.619048,366,1,0,0.142857,0.428571,0,0,50.285714,11,4.285700,-1
4,2,0,5,25,0,1,4,4,0.333333,187,1,0,0.950820,0.500000,1,7,45,8,2.500000,-1
3,6,0,2,17,1,0,2,3,0.500000,325,1,0,0.997019,1,2,4,104,6,2.333300,-1
6,1,2,7,19,7,2,5,1,0.866667,141,0.333333,2,0,0.416667,0,0,21.500000,7,2.166700,-1
6,1,0,1,6,15,1,0,6,2,6,0,0,0,0.750000,0,0,0,1,1,-1
23,1,0,21,69,175,10,11,18,0.712121,533,1,3,0,0.151515,0,0,21.913043,8,2.869600,-1
5,2,0,7,12,0,5,3,4,0.800000,60,0.400000,0,0.500000,0.437500,1,1,10,1,0.600000,-1
10,2,0,11,29,0,5,7,8,0.666667,178,1,0,0.437500,0.320000,1,1,16.300000,5,1.300000,-1
2,2,0,7,5,1,2,5,2,1,22,0,0,0.944444,0.625000,1,1,9.500000,1,0.500000,-1
8,6,0,15,52,10,9,7,5,0.868132,339,0.307692,1,0.991429,0.242857,2,3,39.750000,9,2.625000,-1
15,2,0,7,40,49,0,7,11,0.285714,195,1,0,0.845238,0.224242,1,10,11.933333,3,1,-1
13,1,0,57,28,0,56,2,13,0,161,1,0,0,0.487179,0,0,11.307692,2,1.076900,-1
12,1,0,7,28,16,5,2,10,0.545455,259,1,1,0,0.270833,0,0,20.250000,5,1.833300,-1
8,3,0,9,29,10,2,8,8,2,216,0,0,0.875000,0.250000,3,12,26,23,3.625000,-1
18,2,0,9,38,153,1,8,18,2,96,0,0,0.500000,0.268519,1,5,4.333333,1,0.944400,-1
16,1,0,1,33,4,1,0,2,0.516667,258,1,0,0,0.375000,0,0,14.875000,5,1.500000,-1
19,1,0,5,48,151,3,2,16,0.604167,1417,0.875000,0,0,0.231579,0,0,72.736842,33,4.368400,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,-1
5,6,0,8,35,0,5,5,3,0.650000,183,0.400000,0,0.996241,0.350000,2,11,34.600000,4,1.400000,-1
2,2,0,4,3,1,3,2,2,2,8,0,0,0.888889,0.625000,0,0,3,1,0.500000,-1
2,1,0,4,4,1,0,4,2,2,12,0,0,0,0.750000,0,0,5,1,0.500000,1
4,2,0,6,12,6,4,2,3,2,140,0,0,0.727273,0.750000,0,0,34,6,4,-1
3,1,0,2,16,1,0,2,2,0.833333,84,0.666667,0,0,0.500000,0,0,26,1,0.666700,-1
18,6,3,26,60,69,23,6,15,0.705882,252,1,1,0.982630,0.277778,3,7,12.833333,15,1.944400,-1
18,5,0,16,76,89,5,16,6,0.789916,348,1,2,0.974627,0.233333,3,16,17.944444,2,1.166700,-1
2,1,0,5,2,1,5,1,2,2,2,0,0,0,0.750000,0,0,0,1,1,-1
2,8,0,4,3,1,2,2,2,2,13,0,0,1,0.750000,0,0,5.500000,0,0,-1
19,2,0,17,38,147,10,9,14,0.805556,193,1,1,0.500000,0.167464,1,3,9.052632,3,1,-1
10,1,0,13,37,3,9,7,9,0.555556,222,1,1,0,0.262500,0,0,21,4,1.700000,-1
14,7,0,13,98,51,2,12,4,0.782051,799,1,0,0.980568,0.214286,0,0,55.214286,6,1.785700,-1
19,1,38,62,30,147,57,8,18,0.904762,242,0.428571,5,0,0.268519,0,0,11.368421,6,1.578900,-1
6,5,0,9,29,5,5,6,3,0.666667,141,1,2,0.992401,0.500000,1,7,22,1,0.833300,-1
11,4,0,6,23,23,2,4,10,0.533333,494,0.333333,1,0.777778,0.272727,2,3,43.363636,14,3.272700,-1
1,1,0,16,1,0,14,2,1,2,1,0,0,0,1,0,0,0,1,1,-1
16,2,1,27,87,14,12,19,11,0.266667,718,1,1,0.571429,0.193750,1,5,43.812500,18,5.125000,-1
9,2,0,8,29,0,4,6,3,0.250000,708,0,0,0.384615,0.416667,1,5,77.555556,9,5.444400,-1
1,1,0,10,1,0,10,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
15,6,0,14,47,79,11,11,6,0.897959,230,1,1,0.978947,0.191667,0,0,13.866667,2,1,-1
8,1,0,2,9,28,0,2,8,2,18,0,0,0,0.791667,0,0,1.250000,1,0.875000,-1
2,1,0,2,3,1,1,1,2,2,5,0,0,0,0.666667,0,0,1.500000,1,0.500000,-1
0,1,0,1,0,0,1,0,0,2,179,0,0,0,0,0,0,0,0,0,-1
7,6,0,11,56,13,1,11,1,0.784314,522,0.941176,2,0.992582,0.500000,2,4,71.142857,7,2.857100,-1
26,1,0,60,81,217,52,16,20,0.876364,412,0.909091,3,0,0.105000,0,0,14.423077,8,1.615400,-1
6,1,0,0,15,0,0,0,6,0,39,1,0,0,1,0,0,5.333333,1,0.833300,-1
9,2,0,16,23,16,7,9,8,0.805556,189,1,3,0.416667,0.270833,1,1,19,6,1.444400,-1
14,1,0,8,29,0,6,3,10,0.358974,378,1,1,0,0.244898,0,0,25.785714,4,2.428600,-1
10,2,0,4,27,21,1,4,6,0.765432,220,1,2,0.653846,0.316667,1,2,20.100000,5,1.600000,-1
3,4,0,15,53,0,1,14,3,0,285,1,1,0.916667,0.666667,1,7,93.666667,22,10.666700,-1
8,1,0,1,14,8,1,0,6,0.071429,178,1,1,0,0.425000,0,0,20.750000,6,1.875000,-1
8,2,0,8,19,10,2,6,4,0.766234,378,0.909091,2,0.533333,0.284091,1,3,44.875000,11,3.750000,-1
2,1,0,3,2,1,3,0,2,2,2,0,0,0,1,0,0,0,1,1,-1
20,5,0,27,144,154,13,22,11,0.855263,1034,0.750000,2,0.979215,0.157895,3,12,50.300000,40,4.250000,-1
3,1,0,10,3,3,10,0,3,2,3,0,0,0,0.666667,0,0,0,1,1,-1
6,6,0,9,58,5,2,9,1,0.771429,357,1,1,0.992582,0.500000,4,12,57.333333,7,2.166700,-1
3,2,0,7,8,0,5,2,3,0,29,1,0,0.600000,0.666667,1,1,8.333333,1,0.666700,-1
24,5,0,28,106,80,15,21,14,0.782609,530,1,3,0.965976,0.147727,1,4,20.791667,9,1.625000,-1
5,3,0,1,6,2,1,0,5,0.750000,36,1,0,0.809524,0.466667,1,1,5.400000,1,0.800000,-1
4,6,0,6,29,0,1,6,1,0.636364,315,1,0,0.995536,0.500000,3,5,75,6,2,-1
2,2,0,9,7,1,1,8,1,1,29,0,0,0.944444,0.625000,1,1,13,1,0.500000,-1
4,1,0,7,5,6,6,1,3,1,9,0,0,0,0.555556,0,0,1,1,0.750000,-1
21,2,2,13,86,134,5,10,9,0.875000,891,1,3,0.459459,0.226190,1,2,40.952381,38,3.428600,-1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,-1
7,1,0,3,7,21,3,1,7,2,7,0,0,0,0.857143,0,0,0,1,1,-1
16,1,2,29,26,88,28,1,9,0.833333,119,0,0,0,0.322917,0,0,6.187500,5,1.062500,-1
8,1,0,8,8,28,8,1,8,2,8,0,0,0,0.875000,0,0,0,1,1,-1
7,1,0,9,10,0,9,1,2,0.625000,64,1,1,0,0.428571,0,0,7.571429,2,1.142900,-1
2,2,0,1,4,1,0,1,1,2,16,0,0,0.800000,0.666667,1,1,7,1,0.500000,-1
5,1,0,3,32,8,0,3,4,0.500000,300,0,0,0,0.375000,0,0,58.800000,11,2.600000,-1
1,1,0,13,1,0,13,0,0,2,672,0,0,0,0,0,0,540,0,0,-1
2,1,0,3,2,1,3,0,2,2,2,0,0,0,0.833333,0,0,0,1,1,-1
20,5,0,31,131,178,1,31,7,0.368421,853,1,1,0.979459,0.194444,1,3,41.600000,8,2.150000,-1
37,5,0,45,139,484,24,31,14,0.897569,775,0.625000,5,0.947750,0.122850,3,12,19.513514,6,1.513500,-1
8,5,0,6,25,6,5,4,3,0.809524,173,0.666667,2,0.989394,0.275000,3,7,20.250000,7,2.250000,-1
14,1,0,2,16,91,0,2,14,2,38,0,0,0,0.414286,0,0,1.714286,1,0.928600,-1
2,2,0,4,6,0,0,4,2,0,44,1,0,0.857143,0.666667,0,0,19.500000,1,0.500000,-1
8,1,0,6,19,0,3,3,2,0.714286,214,1,1,0,0.583333,0,0,25.250000,4,2,-1
1,4,0,24,2,0,24,0,1,2,5,0,0,1,1,0,0,4,0,0,-1
13,7,0,12,75,40,2,12,10,0.740741,814,1,3,0.982036,0.246154,1,2,60.923077,7,1.923100,-1
4,6,0,2,21,0,0,2,2,0.571429,264,1,0,0.997019,1,2,4,63.250000,6,2,-1
23,1,0,25,98,95,8,22,13,0.842424,734,0.800000,3,0,0.217391,0,0,30.260870,9,2.217400,-1
8,1,0,13,64,0,4,10,0,0.746032,485,0.333333,1,0,0.300000,0,0,58.500000,17,3.875000,-1
1,1,0,7,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,-1
2,1,0,6,2,1,3,3,2,2,2,0,0,0,0.666667,0,0,0,1,1,-1
8,2,0,20,21,26,11,9,6,0.428571,89,0,0,0.708333,0.437500,1,1,10,1,0.875000,-1
7,1,2,19,8,0,19,0,5,0.583333,41,1,0,0,0.500000,0,0,4.571429,1,0.714300,-1
11,2,1,12,54,25,1,11,5,0.300000,444,1,1,0.666667,0.227273,2,10,39.272727,23,5.181800,-1
3,2,0,5,9,0,3,2,3,0,36,1,0,0.600000,0.666667,1,1,10.666667,1,0.666700,-1
3,3,1,7,5,3,4,3,2,2,19,0,0,1,0.583333,0,0,5.333333,0,0,-1
2,2,0,1,4,1,0,1,2,2,16,0,0,0.750000,0.750000,1,1,7,2,1,-1
10,1,0,18,33,7,9,11,5,0.685185,207,0,2,0,0.257143,0,0,19.100000,5,1.900000,-1
